Collection,DocumentId,Field,OriginalUrl,Error
"products_v2","6a23ef01e3922eaccd8e7d42","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef02e3922eaccd8e7d49","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef02e3922eaccd8e7d49","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef03e3922eaccd8e7d50","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef03e3922eaccd8e7d50","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef03e3922eaccd8e7d57","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef03e3922eaccd8e7d57","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef04e3922eaccd8e7d5e","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef04e3922eaccd8e7d5e","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef07e3922eaccd8e7d66","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef07e3922eaccd8e7d66","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef08e3922eaccd8e7d6d","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef08e3922eaccd8e7d6d","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef09e3922eaccd8e7d74","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef09e3922eaccd8e7d74","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef0ae3922eaccd8e7d7b","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef0ae3922eaccd8e7d7b","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef0be3922eaccd8e7d82","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef0be3922eaccd8e7d82","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef0ce3922eaccd8e7d89","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef0ce3922eaccd8e7d89","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef0de3922eaccd8e7d90","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef0de3922eaccd8e7d90","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef0ee3922eaccd8e7d97","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef0ee3922eaccd8e7d97","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef0fe3922eaccd8e7d9e","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef0fe3922eaccd8e7d9e","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef10e3922eaccd8e7da5","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef10e3922eaccd8e7da5","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef11e3922eaccd8e7dac","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef11e3922eaccd8e7dac","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef12e3922eaccd8e7db3","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef12e3922eaccd8e7db3","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef13e3922eaccd8e7dba","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef13e3922eaccd8e7dba","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef14e3922eaccd8e7dc1","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef14e3922eaccd8e7dc1","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef15e3922eaccd8e7dc8","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef15e3922eaccd8e7dc8","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef16e3922eaccd8e7dcf","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef16e3922eaccd8e7dcf","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef17e3922eaccd8e7dd6","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef17e3922eaccd8e7dd6","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef18e3922eaccd8e7ddd","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef18e3922eaccd8e7ddd","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef19e3922eaccd8e7de4","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef19e3922eaccd8e7de4","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef1ae3922eaccd8e7deb","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef1ae3922eaccd8e7deb","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef1be3922eaccd8e7df2","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef1be3922eaccd8e7df2","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef1ce3922eaccd8e7df9","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef1ce3922eaccd8e7df9","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef1de3922eaccd8e7e00","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef1de3922eaccd8e7e00","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef1ee3922eaccd8e7e07","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef1ee3922eaccd8e7e07","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef1fe3922eaccd8e7e0e","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef1fe3922eaccd8e7e0e","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef20e3922eaccd8e7e15","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef20e3922eaccd8e7e15","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef21e3922eaccd8e7e1c","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef21e3922eaccd8e7e1c","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef22e3922eaccd8e7e23","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef22e3922eaccd8e7e23","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef22e3922eaccd8e7e2a","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef22e3922eaccd8e7e2a","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef23e3922eaccd8e7e31","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef23e3922eaccd8e7e31","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef24e3922eaccd8e7e38","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef24e3922eaccd8e7e38","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef25e3922eaccd8e7e3f","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef25e3922eaccd8e7e3f","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef26e3922eaccd8e7e46","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef26e3922eaccd8e7e46","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef27e3922eaccd8e7e4d","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef27e3922eaccd8e7e4d","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef28e3922eaccd8e7e54","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef28e3922eaccd8e7e54","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef29e3922eaccd8e7e5b","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef29e3922eaccd8e7e5b","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef2ae3922eaccd8e7e62","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef2ae3922eaccd8e7e62","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef2be3922eaccd8e7e69","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef2be3922eaccd8e7e69","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef2ce3922eaccd8e7e70","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef2ce3922eaccd8e7e70","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef2de3922eaccd8e7e77","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef2de3922eaccd8e7e77","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef2ee3922eaccd8e7e7e","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef2ee3922eaccd8e7e7e","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef2fe3922eaccd8e7e85","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef2fe3922eaccd8e7e85","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef30e3922eaccd8e7e8c","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef30e3922eaccd8e7e8c","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef31e3922eaccd8e7e93","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef31e3922eaccd8e7e93","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef32e3922eaccd8e7e9a","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef32e3922eaccd8e7e9a","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef33e3922eaccd8e7ea1","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef33e3922eaccd8e7ea1","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef34e3922eaccd8e7ea8","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef34e3922eaccd8e7ea8","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef35e3922eaccd8e7eaf","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef35e3922eaccd8e7eaf","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef36e3922eaccd8e7eb6","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef36e3922eaccd8e7eb6","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef37e3922eaccd8e7ebd","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef37e3922eaccd8e7ebd","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef38e3922eaccd8e7ec4","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef38e3922eaccd8e7ec4","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef39e3922eaccd8e7ecb","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef39e3922eaccd8e7ecb","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef3ae3922eaccd8e7ed2","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef3ae3922eaccd8e7ed2","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef3ce3922eaccd8e7ed9","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef3ce3922eaccd8e7ed9","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef3de3922eaccd8e7ee0","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef3de3922eaccd8e7ee0","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef3ee3922eaccd8e7ee7","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef3ee3922eaccd8e7ee7","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef3fe3922eaccd8e7eee","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef3fe3922eaccd8e7eee","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef40e3922eaccd8e7ef5","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef40e3922eaccd8e7ef5","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef41e3922eaccd8e7efc","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef41e3922eaccd8e7efc","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef42e3922eaccd8e7f03","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef42e3922eaccd8e7f03","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef43e3922eaccd8e7f0a","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef43e3922eaccd8e7f0a","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef44e3922eaccd8e7f11","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef44e3922eaccd8e7f11","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef45e3922eaccd8e7f18","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef45e3922eaccd8e7f18","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef46e3922eaccd8e7f1f","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef46e3922eaccd8e7f1f","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef47e3922eaccd8e7f26","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef47e3922eaccd8e7f26","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef48e3922eaccd8e7f2d","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef48e3922eaccd8e7f2d","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef49e3922eaccd8e7f34","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef49e3922eaccd8e7f34","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef4ae3922eaccd8e7f3b","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef4ae3922eaccd8e7f3b","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef4be3922eaccd8e7f42","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef4be3922eaccd8e7f42","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef4ce3922eaccd8e7f49","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef4ce3922eaccd8e7f49","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef4de3922eaccd8e7f50","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef4de3922eaccd8e7f50","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef4ee3922eaccd8e7f57","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef4ee3922eaccd8e7f57","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef4fe3922eaccd8e7f5e","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef4fe3922eaccd8e7f5e","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef50e3922eaccd8e7f65","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef50e3922eaccd8e7f65","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef51e3922eaccd8e7f6c","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef51e3922eaccd8e7f6c","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef52e3922eaccd8e7f73","images.main.url","https://aptghana.com/api/image/simplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
"products_v2","6a23ef52e3922eaccd8e7f73","documents.0.url","https://drive.google.com/file/d/1gjaS2dKH8doZCZhfwLTPxxHxZGgUgwdk/view?usp=sharing","HTTP 429"
"products_v2","6a23ef53e3922eaccd8e7f7a","images.main.url","https://aptghana.com/api/image/duplex-sprocket-2.jpg","Non-downloadable content-type: undefined"
